05-Sep-17,6 ,9 ,18,28,29,1 ,9 ,"HZRL04976,HZRP18807"                                                                                                              ,1039
01-Sep-17,3 ,7 ,8 ,14,49,5 ,8 ,"VWRB11013,VXRD62640"                                                                                                              ,1038
29-Aug-17,4 ,12,15,32,38,1 ,5 ,"MWQW22401,TWRB83759"                                                                                                              ,1037
25-Aug-17,1 ,5 ,7 ,15,47,9 ,12,"HVQR65535,TVQP66669"                                                                                                              ,1036
22-Aug-17,3 ,10,12,17,27,3 ,5 ,"JTQL12063,ZTQL24661"                                                                                                              ,1035
18-Aug-17,2 ,24,39,42,45,2 ,8 ,"VSQC12577,VSQC54127"                                                                                                              ,1034
15-Aug-17,10,14,30,35,46,4 ,10,"JRPR18490,XRPQ93305"                                                                                                              ,1033
11-Aug-17,18,28,39,46,48,5 ,12,"JQPP99929,TMNR37838"                                                                                                              ,1032
08-Aug-17,15,25,26,40,41,4 ,5 ,"JPPJ22903,XPPF23301"                                                                                                              ,1031
04-Aug-17,29,30,36,40,41,2 ,9 ,"HNPB73135,MNNV98261"                                                                                                              ,1030
01-Aug-17,14,21,24,29,30,8 ,10,"HLND68918,VLNF38111"                                                                                                              ,1029,1029
28-Jul-17,5 ,9 ,29,31,41,2 ,4 ,"HLNM90897,JJMP11656,VLNK78735"                                                                                                    ,1028
